Band gap,Density(g/cm^3),ID,Space Group No,Volume(A^3/atoms),ave:atomic_number,ave:en_pauling,ave:first_ion_en,ave:mendeleev_number,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_unfilled,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:num_unfilled,ave:num_valance,ave:period,max:atomic_number,max:en_pauling,max:first_ion_en,max:mendeleev_number,max:num_d_unfilled,max:num_d_valence,max:num_f_unfilled,max:num_f_valence,max:num_p_unfilled,max:num_p_valence,max:num_s_unfilled,max:num_s_valence,max:num_unfilled,max:num_valance,max:period,min:atomic_number,min:en_pauling,min:first_ion_en,min:mendeleev_number,min:num_d_unfilled,min:num_d_valence,min:num_f_unfilled,min:num_f_valence,min:num_p_unfilled,min:num_p_valence,min:num_s_unfilled,min:num_s_valence,min:num_unfilled,min:num_valance,min:period,var:atomic_number,var:en_pauling,var:first_ion_en,var:mendeleev_number,var:num_d_unfilled,var:num_d_valence,var:num_f_unfilled,var:num_f_valence,var:num_p_unfilled,var:num_p_valence,var:num_s_unfilled,var:num_s_valence,var:num_unfilled,var:num_valance,var:period,Flag
2.2204,6.99332423692772,mp-1100,139,15.598323301638702,27.33333333333333,2.179673106259948,9.591586666666668,69.0,0.0,0.0,0.0,4.666666666666666,2.6666666666666665,1.3333333333333333,0.0,2.0,2.6666666666666665,8.0,3.333333333333333,70.0,2.55,11.2603,95.0,0.0,0.0,0.0,14.0,4.0,2.0,0.0,2.0,4.0,16.0,6.0,6.0,1.439019318779844,6.25416,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,910.2222222222224,0.2742840164543113,5.569208377688891,1352.0,0.0,0.0,0.0,43.55555555555556,3.555555555555556,0.8888888888888888,0.0,0.0,3.555555555555556,32.0,3.555555555555556,True
1.7002000000000002,2.714211143937727,mp-9062,189,35.95142253668971,26.5,1.7,7.268569,51.5,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.5,1.5,3.5,4.0,37.0,2.58,10.36001,94.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,5.0,16.0,0.82,4.177128,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,110.25,0.7744000000000001,9.557007456481005,1806.25,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.25,0.25,6.25,1.0,False
0.0,11.604953593740303,mp-31253,63,15.819088638526104,46.33333333333333,1.94,6.988540666666666,76.0,1.0,9.0,0.0,4.666666666666666,3.333333333333333,0.6666666666666666,0.0,2.0,4.333333333333333,16.333333333333332,4.666666666666666,77.0,2.2,8.96702,81.0,3.0,10.0,0.0,14.0,5.0,1.0,0.0,2.0,5.0,23.0,6.0,31.0,1.81,5.999301,66.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,4.0,470.2222222222222,0.0338,1.9571902362135551,49.99999999999999,2.0,2.0,0.0,43.55555555555556,5.555555555555555,0.2222222222222222,0.0,0.0,0.8888888888888888,22.22222222222222,0.8888888888888888,False
0.0,5.660330474483196,mp-19923,227,20.65412773085599,30.0,1.4733333333333332,6.040445333333333,62.33333333333333,3.0,0.3333333333333333,2.333333333333333,2.333333333333333,3.333333333333333,0.6666666666666666,0.0,2.0,8.666666666666666,5.333333333333333,4.0,64.0,1.61,6.1498,80.0,9.0,1.0,7.0,7.0,5.0,1.0,0.0,2.0,16.0,10.0,6.0,13.0,1.2,5.985768,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,578.0,0.0373555555555555,0.0059792215608888,624.2222222222222,18.0,0.2222222222222222,10.88888888888889,10.88888888888889,5.555555555555555,0.2222222222222222,0.0,0.0,26.88888888888889,10.88888888888889,2.0,False
1.8051,1.8755161755696017,mp-1287,189,31.500964545877817,17.5,1.7,7.350336650000001,52.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.5,1.5,3.5,3.5,19.0,2.58,10.36001,94.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,4.0,16.0,0.82,4.3406633,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.25,0.7744000000000001,9.058133673700226,1764.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.25,0.25,6.25,0.25,False
0.0,7.9607430801763135,mp-20984,221,27.90769785788254,55.75,1.285,5.600615000000001,43.75,6.75,3.25,9.75,0.75,1.25,0.25,0.0,2.0,17.75,6.25,5.75,58.0,1.78,5.78636,79.0,9.0,10.0,13.0,1.0,5.0,1.0,0.0,2.0,22.0,13.0,6.0,49.0,1.12,5.5387,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,15.1875,0.0816749999999999,0.0115004016749999,414.1875,15.1875,15.1875,31.6875,0.1875,4.6875,0.1875,0.0,0.0,54.1875,15.1875,0.1875,False
0.0,5.301453710304816,mp-1018059,186,29.98847293352749,41.0,1.93,7.303845499999999,84.5,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,14.0,4.5,51.0,2.05,8.60839,88.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,2.0,5.0,15.0,5.0,31.0,1.81,5.999301,81.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,13.0,4.0,100.0,0.0143999999999999,1.70183635248025,12.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,False
1.6749999999999998,4.019639940313158,mp-402,33,24.00995501309929,26.0,2.023333333333333,9.989066666666666,85.0,0.0,3.333333333333333,0.0,0.0,2.0,2.0,0.0,2.0,2.0,7.333333333333333,3.6666666666666665,48.0,2.19,10.48669,90.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,12.0,5.0,15.0,1.69,8.99382,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,242.0,0.0555555555555555,0.4952579637555554,49.99999999999999,0.0,22.22222222222222,0.0,0.0,2.0,2.0,0.0,0.0,2.0,10.88888888888889,0.8888888888888888,False
0.3433999999999999,3.35345410959212,mp-1106,62,33.560332600286,30.0,1.2666666666666666,6.513793333333333,38.33333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,2.0,1.3333333333333333,2.6666666666666665,4.333333333333333,38.0,1.9,8.15168,85.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,5.0,14.0,0.95,5.69485,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,128.0,0.2005555555555555,1.341336366422223,1088.888888888889,0.0,0.0,0.0,0.0,3.555555555555556,0.888888888888889,0.0,0.0,3.555555555555556,0.8888888888888888,0.8888888888888888,False
0.0,10.289668081169106,mp-1742,221,20.99185162642595,54.5,1.7399999999999998,6.80435,46.0,5.5,4.5,3.5,3.5,0.0,0.0,0.5,1.5,9.5,9.5,5.5,64.0,2.28,7.4589,65.0,9.0,8.0,7.0,7.0,0.0,0.0,1.0,2.0,16.0,10.0,6.0,45.0,1.2,6.1498,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,5.0,90.25,0.2915999999999999,0.4284357024999999,361.0,12.25,12.25,12.25,12.25,0.0,0.0,0.25,0.25,42.25,0.25,0.25,False
0.5423,3.81872751724853,mp-7444,19,45.05556578077434,44.0,1.4349999999999998,6.392759,48.5,0.0,5.0,0.0,0.0,1.5,1.5,0.5,1.5,2.0,8.0,5.0,51.0,2.05,8.60839,88.0,0.0,10.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,15.0,5.0,37.0,0.82,4.177128,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,49.0,0.3782249999999999,4.909020728161001,1560.25,0.0,25.0,0.0,0.0,2.25,2.25,0.25,0.25,1.0,49.0,0.0,False
1.7997,4.04445643198519,mp-571011,14,52.59614160975772,53.400000000000006,2.286,9.139789,79.2,0.0,8.0,0.0,0.0,0.8,4.0,0.2,1.8,1.0,13.8,5.2,55.0,2.66,10.45126,97.0,0.0,10.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,17.0,6.0,53.0,0.79,3.893905,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.64,0.5595040000000001,6.879824735364,1267.36,0.0,16.0,0.0,0.0,0.16,4.0,0.16,0.16,0.0,40.96000000000001,0.16,False
0.7988,4.435219737003752,mp-684690,15,24.47253607581269,28.8,2.074,8.47603,63.4,3.6,6.4,0.0,0.0,1.2,2.4,0.0,2.0,4.8,10.8,4.0,34.0,2.55,9.75239,93.0,9.0,10.0,0.0,0.0,2.0,4.0,0.0,2.0,9.0,16.0,4.0,21.0,1.36,6.561489999999999,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,40.56,0.3398639999999998,2.443642274400001,1314.24,19.44,19.44,0.0,0.0,0.96,3.84,0.0,0.0,11.76,40.56,0.0,False
1.4200000000000002,3.7908401882908063,mp-27647,14,33.21618609123718,32.5,2.97,12.032105,91.75,0.0,2.5,0.0,3.5,0.75,3.75,0.25,1.75,1.0,11.5,3.75,79.0,3.16,12.96763,99.0,0.0,10.0,0.0,14.0,1.0,5.0,1.0,2.0,1.0,25.0,6.0,17.0,2.4,9.22553,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,720.75,0.1083,2.625621076875001,157.6875,0.0,18.75,0.0,36.75,0.1875,4.6875,0.1875,0.1875,0.0,60.75,1.6875,False
1.0296000000000003,8.823015829622081,mp-1019322,194,27.543230347018167,59.33333333333333,1.9666666666666663,8.627743333333333,79.66666666666666,2.0,7.999999999999999,0.0,4.666666666666666,1.3333333333333333,2.6666666666666665,0.0,2.0,3.333333333333333,17.333333333333332,5.333333333333333,74.0,2.1,9.0096,92.0,6.0,10.0,0.0,14.0,2.0,4.0,0.0,2.0,6.0,20.0,6.0,52.0,1.7,7.86403,55.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,5.0,107.55555555555556,0.0355555555555555,0.2916290277555561,304.22222222222223,8.0,7.999999999999999,0.0,43.55555555555556,0.8888888888888888,3.555555555555556,0.0,0.0,3.555555555555556,3.555555555555556,0.2222222222222222,False
3.1591,6.256300436424668,mp-22897,139,31.324979233082,48.5,2.53,11.702565,86.5,0.0,5.0,0.0,7.0,0.5,2.5,0.0,2.0,0.5,16.5,4.5,80.0,3.16,12.96763,99.0,0.0,10.0,0.0,14.0,1.0,5.0,0.0,2.0,1.0,26.0,6.0,17.0,1.9,10.4375,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,992.25,0.3969000000000001,1.6003894542249997,156.25,0.0,25.0,0.0,49.0,0.25,6.25,0.0,0.0,0.25,90.25,2.25,False
0.3287000000000004,3.799374460527418,mp-15661,220,13.477345286646818,14.571428571428571,1.87,8.575265714285713,51.57142857142857,5.142857142857142,0.5714285714285714,0.0,0.0,1.7142857142857142,0.8571428571428571,0.0,2.0,6.857142857142857,3.4285714285714284,3.142857142857143,21.0,2.55,11.2603,95.0,9.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,9.0,4.0,4.0,6.0,1.36,6.561489999999999,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,55.10204081632653,0.3467999999999998,5.407056836595922,1414.5306122448978,19.83673469387756,0.2448979591836734,0.0,0.0,3.918367346938775,0.9795918367346936,0.0,0.0,6.122448979591836,0.2448979591836734,0.979591836734694,False
0.3339999999999999,1.920432548816998,mp-21325,15,20.49159597824924,11.666666666666666,2.5666666666666664,10.525587766666666,70.66666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666663,1.6666666666666663,4.333333333333333,2.6666666666666665,19.0,3.44,13.61805,101.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,4.0,8.0,0.82,4.3406633,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,26.88888888888889,1.5254222222222222,19.126645329185973,1840.2222222222224,0.0,0.0,0.0,0.0,0.8888888888888888,3.555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,5.555555555555555,0.8888888888888888,False
1.4198999999999995,4.737182878227797,mp-22870,63,34.12824631748122,42.0,2.37,8.800080000000001,88.5,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,15.0,4.5,49.0,2.96,11.8138,98.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,2.0,5.0,17.0,5.0,35.0,1.78,5.78636,79.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,13.0,4.0,49.0,0.3480999999999999,9.0825082384,90.25,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.25,False
2.9060000000000006,7.498624134129997,mp-1820,225,22.71082028728817,43.0,2.009509659389922,8.307085,55.5,0.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,1.0,11.0,4.5,70.0,2.58,10.36001,94.0,0.0,0.0,0.0,14.0,2.0,4.0,0.0,2.0,2.0,16.0,6.0,16.0,1.439019318779844,6.25416,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,729.0,0.3254592287294028,4.214501055625003,1482.25,0.0,0.0,0.0,49.0,1.0,4.0,0.0,0.0,1.0,25.0,2.25,True
1.7006,4.067297798192591,mp-556911,136,12.770803718686071,14.666666666666666,3.263333333333333,14.24933333333333,88.33333333333333,1.3333333333333333,2.0,0.0,0.0,0.6666666666666666,3.333333333333333,0.0,2.0,2.0,7.333333333333332,2.6666666666666665,26.0,3.98,17.4228,102.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,8.0,4.0,9.0,1.83,7.9024,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,64.22222222222223,1.027222222222222,20.14178136888888,373.55555555555554,3.555555555555556,8.0,0.0,0.0,0.2222222222222222,5.555555555555555,0.0,0.0,2.0,0.2222222222222222,0.8888888888888888,False
0.0,8.517143158353234,mp-22138,194,24.102074754949044,52.0,1.5675,8.282815,63.0,2.25,7.75,1.75,1.75,0.0,0.0,0.0,2.0,4.0,11.5,5.25,64.0,1.69,8.99382,75.0,9.0,10.0,7.0,7.0,0.0,0.0,0.0,2.0,16.0,12.0,6.0,48.0,1.2,6.1498,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,5.0,48.0,0.04501875,1.5165843300749997,432.0,15.1875,15.1875,9.1875,9.1875,0.0,0.0,0.0,0.0,48.0,0.75,0.1875,False
0.0049000000000001,2.717692061777325,mp-9122,2,20.315998398548498,16.25,1.8925,9.3933075,71.5,0.0,0.0,0.0,0.0,2.25,2.25,0.0,2.0,2.25,4.25,3.25,20.0,2.19,10.48669,90.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,5.0,4.0,15.0,1.0,6.11316,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.6875,0.2655187499999999,3.5864558739187493,1026.75,0.0,0.0,0.0,0.0,1.6875,1.6875,0.0,0.0,1.6875,1.6875,0.1875,False
0.1611000000000002,6.121655032239481,mp-1201,166,33.97868135577874,51.6,2.08,8.849116,90.4,0.0,10.0,0.0,0.0,2.4000000000000004,3.6,0.0,2.0,2.4000000000000004,15.6,5.0,52.0,2.1,9.0096,92.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,16.0,5.0,51.0,2.05,8.60839,88.0,0.0,10.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,15.0,5.0,0.24,0.0006,0.0386326713840001,3.84,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.24,0.24,0.0,False
3.2959,3.0240813133582383,mp-23317,19,43.19174339286047,34.5,2.765,11.3075,95.75,0.0,10.0,0.0,0.0,1.5,4.5,0.0,2.0,1.5,16.5,4.0,35.0,2.96,11.8138,98.0,0.0,10.0,0.0,0.0,3.0,5.0,0.0,2.0,3.0,17.0,4.0,33.0,2.18,9.7886,89.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,15.0,4.0,0.75,0.1140749999999999,0.7690190699999999,15.1875,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.75,0.75,0.0,False
1.4121,2.7590508600461248,mp-7446,36,32.15278816891162,24.4,1.876,7.8868572,60.0,0.0,0.0,0.0,0.0,1.2,2.4,0.4,1.6,1.6,4.0,3.8,37.0,2.58,10.36001,94.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,5.0,16.0,0.82,4.177128,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,105.84,0.7434240000000001,9.174727158221764,1734.0,0.0,0.0,0.0,0.0,0.96,3.84,0.24,0.24,0.24,6.0,0.96,False
0.0,6.322825680144703,mp-865077,225,23.65156641930803,38.75,1.5,8.030134,59.0,0.0,7.5,0.0,0.0,0.0,0.0,0.25,1.75,0.25,9.25,4.5,48.0,1.69,8.99382,75.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,5.0,11.0,0.93,5.139076,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,256.6875,0.1082999999999999,2.786072119787999,768.0,0.0,18.75,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,22.6875,0.75,False
0.8679000000000006,4.285587466790859,mp-927,14,16.208349566033647,19.666666666666664,2.0933333333333333,9.566586666666666,84.0,0.0,3.333333333333333,0.0,0.0,2.0,2.0,0.3333333333333333,1.6666666666666663,2.333333333333333,7.0,3.333333333333333,29.0,2.19,10.48669,90.0,0.0,10.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,11.0,4.0,15.0,1.9,7.726380000000002,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,43.55555555555556,0.0186888888888888,1.6931802880222195,72.0,0.0,22.22222222222222,0.0,0.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.8888888888888888,8.0,0.2222222222222222,False
0.6708999999999998,3.207599398212553,mp-2072,194,43.14894181232841,35.5,1.46,6.675131650000001,51.0,0.0,5.0,0.0,0.0,1.0,2.0,0.5,1.5,1.5,8.5,4.5,52.0,2.1,9.0096,92.0,0.0,10.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,16.0,5.0,19.0,0.82,4.3406633,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,272.25,0.4096000000000001,5.449742477151724,1681.0,0.0,25.0,0.0,0.0,1.0,4.0,0.25,0.25,0.25,56.25,0.25,False
0.0,2.4384641040579127,mp-576,166,7.470413422035522,5.133333333333334,2.108,8.692990666666667,87.2,0.0,0.0,0.0,0.0,4.866666666666667,1.1333333333333333,0.0,2.0,4.866666666666667,3.1333333333333333,2.0,6.0,2.55,11.2603,95.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,5.0,4.0,2.0,5.0,2.04,8.29802,86.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,4.0,3.0,2.0,0.1155555555555555,0.0300559999999999,1.0140118789262234,9.36,0.0,0.0,0.0,0.0,0.1155555555555555,0.1155555555555555,0.0,0.0,0.1155555555555555,0.1155555555555555,0.0,False
5.2014,2.1443600438249515,mp-561397,14,15.498537253987918,10.0,3.225,12.803540000000002,99.25,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,6.0,2.25,16.0,3.44,13.61805,101.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,6.0,3.0,8.0,2.58,10.36001,94.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,6.0,2.0,12.0,0.1386749999999999,1.9902796202999995,9.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,False
0.5564,4.258995198816095,mp-573514,19,49.645739464160016,53.0,1.42,6.2511475,48.0,0.0,5.0,0.0,0.0,1.5,1.5,0.5,1.5,2.0,8.0,5.5,55.0,2.05,8.60839,88.0,0.0,10.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,15.0,6.0,51.0,0.79,3.893905,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,0.3968999999999998,5.556592203806249,1600.0,0.0,25.0,0.0,0.0,2.25,2.25,0.25,0.25,1.0,49.0,0.25,False
0.7793,2.010966285786629,mp-504769,194,12.74107913579626,7.714285714285714,3.3257142857142856,13.879778571428572,100.71428571428572,0.0,0.0,0.0,0.0,2.2857142857142856,3.7142857142857135,0.0,2.0,2.2857142857142856,5.7142857142857135,2.0,8.0,3.44,14.5341,101.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,6.0,2.0,7.0,3.04,13.61805,100.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,0.2040816326530612,0.0326530612244897,0.1712546127551021,0.2040816326530612,0.0,0.0,0.0,0.0,0.2040816326530612,0.2040816326530612,0.0,0.0,0.2040816326530612,0.2040816326530612,0.0,False
1.1965000000000003,9.597862891687363,mp-7188,139,14.082723375259052,34.0,1.8066666666666664,6.803255333333333,74.33333333333333,1.3333333333333333,2.0,0.0,4.666666666666666,3.333333333333333,0.6666666666666666,0.0,2.0,4.666666666666666,9.333333333333332,4.0,76.0,2.2,8.43823,80.0,4.0,6.0,0.0,14.0,5.0,1.0,0.0,2.0,5.0,22.0,6.0,13.0,1.61,5.985768,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,882.0,0.0773555555555555,1.3365710803208897,64.22222222222223,3.555555555555556,8.0,0.0,43.55555555555556,5.555555555555555,0.2222222222222222,0.0,0.0,0.2222222222222222,80.22222222222223,2.0,False
0.9001000000000001,10.884044574221742,mp-2695,58,22.058552941876936,59.33333333333333,2.1,8.55167,79.66666666666666,1.3333333333333333,8.666666666666666,0.0,4.666666666666666,2.0,2.0,0.0,2.0,3.333333333333333,17.333333333333332,5.333333333333333,76.0,2.2,8.60839,88.0,4.0,10.0,0.0,14.0,3.0,3.0,0.0,2.0,4.0,22.0,6.0,51.0,2.05,8.43823,63.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,15.0,5.0,138.88888888888889,0.005,0.0064343167999999,138.88888888888889,3.555555555555556,3.555555555555556,0.0,43.55555555555556,2.0,2.0,0.0,0.0,0.2222222222222222,10.88888888888889,0.2222222222222222,False
0.7223999999999995,5.604054146513139,mp-754381,227,13.956215985627392,21.142857142857142,2.307142857142857,11.1483,78.14285714285714,3.4285714285714284,0.8571428571428571,0.0,0.0,1.7142857142857142,1.7142857142857142,0.0,2.0,5.142857142857142,4.571428571428571,3.2857142857142856,40.0,3.04,14.5341,100.0,8.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,8.0,5.0,5.0,7.0,1.33,6.6339,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,266.6938775510204,0.7161061224489795,15.28485552,636.9795918367347,15.6734693877551,0.9795918367346936,0.0,0.0,2.204081632653061,2.204081632653061,0.0,0.0,6.122448979591836,0.2448979591836734,2.204081632653061,False
1.4615,5.638100012260383,mp-570136,156,28.045835042737384,41.0,2.28,9.08882,84.5,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,1.0,14.0,4.5,53.0,2.66,10.45126,97.0,0.0,10.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,17.0,5.0,29.0,1.9,7.726380000000002,72.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,4.0,144.0,0.1444,1.8562427535999968,156.25,0.0,0.0,0.0,0.0,0.25,6.25,0.25,0.25,0.0,9.0,0.25,False
0.5867,5.472580689712511,mp-406,216,36.41359043073339,50.0,1.895,9.00171,83.5,0.0,10.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,14.0,5.0,52.0,2.1,9.0096,92.0,0.0,10.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,16.0,5.0,48.0,1.69,8.99382,75.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,5.0,4.0,0.042025,6.225210000000976e-05,72.25,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,False
5.7789,9.017005137742627,mp-865194,139,10.401586734171046,24.0,3.2975,14.6131775,81.75,0.0,0.0,0.25,3.25,0.75,3.75,0.0,2.0,1.0,9.0,3.0,69.0,3.98,17.4228,102.0,0.0,0.0,1.0,13.0,1.0,5.0,0.0,2.0,1.0,15.0,6.0,9.0,1.25,6.18431,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,675.0,1.39741875,23.681935777518746,1230.1875,0.0,0.0,0.1875,31.6875,0.1875,4.6875,0.0,0.0,0.0,12.0,3.0,False
0.4398999999999997,5.11365025874353,mp-14285,14,13.084401197049084,19.0,2.0866666666666664,9.61813,81.33333333333333,1.0,2.333333333333333,0.0,0.0,2.0,2.0,0.0,2.0,3.0,6.333333333333333,3.333333333333333,27.0,2.19,10.48669,90.0,3.0,7.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,9.0,4.0,15.0,1.88,7.881010000000002,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,32.0,0.0213555555555555,1.5087929471999972,150.22222222222223,2.0,10.88888888888889,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.555555555555556,0.2222222222222222,False
1.2626,4.012058555467273,mp-19395,1,11.993900837665388,13.666666666666664,2.81,11.556706666666663,87.33333333333333,1.6666666666666663,1.6666666666666663,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,2.0,3.0,6.333333333333333,2.6666666666666665,25.0,3.44,13.61805,101.0,5.0,5.0,0.0,0.0,2.0,4.0,0.0,2.0,5.0,7.0,4.0,8.0,1.55,7.4340199999999985,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,64.22222222222221,0.7938,8.49827267575556,373.55555555555554,5.555555555555555,5.555555555555555,0.0,0.0,0.8888888888888888,3.555555555555556,0.0,0.0,2.0,0.2222222222222222,0.8888888888888888,False
1.8785000000000005,2.3503343862580914,mp-2352,225,14.596190398404476,10.0,1.7666666666666666,7.965400666666667,41.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,11.0,3.44,13.61805,101.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,3.0,8.0,0.93,5.139076,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.400022222222222,15.976222242816888,1800.0,0.0,0.0,0.0,0.0,0.888888888888889,3.555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,5.555555555555555,0.2222222222222222,False
