ID,formula,Space_Group,Space_Group_No,ave:atomic_number,ave:en_pauling,ave:first_ion_en,ave:mendeleev_number,ave:num_unfilled,ave:num_valance,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_unfilled,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:period,sum:atomic_number,sum:en_pauling,sum:first_ion_en,sum:mendeleev_number,sum:num_unfilled,sum:num_valance,sum:num_d_unfilled,sum:num_d_valence,sum:num_f_unfilled,sum:num_f_valence,sum:num_p_unfilled,sum:num_p_valence,sum:num_s_unfilled,sum:num_s_valence,sum:period,var:atomic_number,var:en_pauling,var:first_ion_en,var:mendeleev_number,var:num_unfilled,var:num_valance,var:num_d_unfilled,var:num_d_valence,var:num_f_unfilled,var:num_f_valence,var:num_p_unfilled,var:num_p_valence,var:num_s_unfilled,var:num_s_valence,var:period,max:atomic_number,max:en_pauling,max:first_ion_en,max:mendeleev_number,max:num_unfilled,max:num_valance,max:num_d_unfilled,max:num_d_valence,max:num_f_unfilled,max:num_f_valence,max:num_p_unfilled,max:num_p_valence,max:num_s_unfilled,max:num_s_valence,max:period,min:atomic_number,min:en_pauling,min:first_ion_en,min:mendeleev_number,min:num_unfilled,min:num_valance,min:num_d_unfilled,min:num_d_valence,min:num_f_unfilled,min:num_f_valence,min:num_p_unfilled,min:num_p_valence,min:num_s_unfilled,min:num_s_valence,min:period,Density(g/cm^3),Volume(A^3/atoms),Band_gap,Flag
mp-1009755,Ca2Ge1,Fm-3m,225,24.0,1.3366666666666664,6.708583333333333,38.66666666666666,1.3333333333333333,5.999999999999999,0.0,3.333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,2.0,4.0,72.0,4.01,20.12575,116.0,4.0,18.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,6.0,12.0,32.0,0.2266888888888887,0.709057891755557,1027.5555555555557,3.555555555555556,32.0,0.0,22.22222222222222,0.0,0.0,3.555555555555556,0.888888888888889,0.0,0.0,0.0,32.0,2.01,7.8994300000000015,84.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,20.0,1.0,6.11316,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.6972555155768045,31.355789339070096,0.6966999999999999,False
mp-1097032,Cr32N64,P4_2/mmc,131,12.666666666666666,2.58,11.944903333333333,85.66666666666666,4.0,5.333333333333333,1.6666666666666663,1.6666666666666663,0.0,0.0,2.0,2.0,0.3333333333333333,1.6666666666666663,2.6666666666666665,1216.0,247.68,1146.71072,8224.0,384.0,512.0,160.0,160.0,0.0,0.0,192.0,192.0,32.0,160.0,256.0,64.22222222222223,0.4232,13.407878757355556,410.8888888888889,2.0,0.2222222222222222,5.555555555555555,5.555555555555555,0.0,0.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.8888888888888888,24.0,3.04,14.5341,100.0,6.0,6.0,5.0,5.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,7.0,1.66,6.76651,57.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.534725866483267,28.85616325161073,0.0819,False
mp-216,Sc16O24,Ia-3,206,13.2,2.608,10.795426,68.19999999999999,4.8,4.8,3.6,0.4,0.0,0.0,1.2,2.4,0.0,2.0,2.8,528.0,104.32,431.81704,2728.0,192.0,192.0,144.0,16.0,0.0,0.0,48.0,96.0,0.0,80.0,112.0,40.56,1.038336,11.950809368064004,1613.7600000000002,11.76,2.16,19.44,0.24,0.0,0.0,0.96,3.84,0.0,0.0,0.96,21.0,3.44,13.61805,101.0,9.0,6.0,9.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,8.0,1.36,6.561489999999999,19.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.750786445876112,12.21103818264718,3.814,False
mp-30879,Tb10Tl6,P6_3/mcm,193,71.0,1.4878790304140086,5.95544775,45.5,5.0,17.0,0.0,3.75,3.125,10.875,1.875,0.375,0.0,2.0,6.0,1136.0,23.806064486624138,95.287164,728.0,80.0,272.0,0.0,60.0,50.0,174.0,30.0,6.0,0.0,32.0,96.0,60.0,0.0584516997931796,0.0139988501334374,633.75,0.0,60.0,0.0,23.4375,5.859375,5.859375,5.859375,0.234375,0.0,0.0,0.0,81.0,1.8,6.108194,78.0,5.0,27.0,0.0,10.0,5.0,14.0,5.0,1.0,0.0,2.0,6.0,65.0,1.3006064486624138,5.8638,26.0,5.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,6.0,9.801466021833468,29.81273565562733,0.0,False
mp-341,Pb1F4,I4/mmm,139,23.6,3.544,15.421566,98.0,1.6,11.2,0.0,2.0,0.0,2.8000000000000003,1.6,4.4,0.0,2.0,2.8000000000000003,118.0,17.72,77.10782999999999,490.0,8.0,56.0,0.0,10.0,0.0,14.0,8.0,22.0,0.0,10.0,14.0,852.6400000000001,0.7603840000000001,16.019750091024,64.0,1.44,70.55999999999999,0.0,16.0,0.0,31.36,1.44,1.44,0.0,0.0,2.56,82.0,3.98,17.4228,102.0,4.0,28.0,0.0,10.0,0.0,14.0,4.0,5.0,0.0,2.0,6.0,9.0,1.8,7.41663,82.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.807856049099866,16.19372289844809,2.0001,True
mp-714932,V10O18,P1,1,13.357142857142858,2.793571428571429,11.163814285714286,84.21428571428572,3.7857142857142856,5.642857142857143,2.5,1.0714285714285714,0.0,0.0,1.2857142857142858,2.571428571428572,0.0,2.0,2.7142857142857144,374.0,78.22,312.5868,2358.0,106.0,158.0,70.0,30.0,0.0,0.0,36.0,72.0,0.0,56.0,76.0,51.65816326530612,0.7521658163265308,10.84189129429592,507.1683673469388,5.739795918367348,0.2295918367346938,11.25,2.066326530612245,0.0,0.0,0.9183673469387756,3.673469387755103,0.0,0.0,0.9183673469387756,23.0,3.44,13.61805,101.0,7.0,6.0,7.0,3.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,8.0,1.63,6.74619,54.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.414014992771106,10.713608715966972,0.7559999999999998,False
mp-20012,In1Sb1,F-43m,216,50.0,1.915,7.197375,83.5,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,5.0,100.0,3.83,14.39475,167.0,8.0,28.0,0.0,20.0,0.0,0.0,8.0,4.0,0.0,4.0,10.0,1.0,0.0182249999999999,1.990963330225,20.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,2.05,8.60839,88.0,5.0,15.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,2.0,5.0,49.0,1.78,5.78636,79.0,3.0,13.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,5.38405945918659,36.482417614073405,0.0,False
mp-753759,V1F4,Cmmm,65,11.8,3.51,15.287478,92.4,2.2,6.6000000000000005,1.4,0.6000000000000001,0.0,0.0,0.8,4.0,0.0,2.0,2.4000000000000004,59.0,17.55,76.43739,462.0,11.0,33.0,7.0,3.0,0.0,0.0,4.0,20.0,0.0,10.0,12.0,31.36,0.8836000000000002,18.238400174736,368.64,5.76,0.64,7.84,1.44,0.0,0.0,0.16,4.0,0.0,0.0,0.64,23.0,3.98,17.4228,102.0,7.0,7.0,7.0,3.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,9.0,1.63,6.74619,54.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.961631197078204,14.2340959897791,2.8009,True
mp-685157,I2F14,P1,1,14.5,3.815,16.551357499999998,101.375,1.0,8.25,0.0,1.25,0.0,0.0,1.0,5.0,0.0,2.0,2.375,232.0,61.04,264.82172,1622.0,16.0,132.0,0.0,20.0,0.0,0.0,16.0,80.0,0.0,32.0,38.0,211.75,0.1905749999999999,5.315884215643749,2.734375,0.0,10.9375,0.0,10.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,53.0,3.98,17.4228,102.0,1.0,17.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,2.0,5.0,9.0,2.66,10.45126,97.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,3.5153976090693204,15.345453529357323,1.4709999999999996,False
mp-22894,Ag2I2,P6_3mc,186,50.0,2.295,9.013745,84.0,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,5.0,200.0,9.18,36.05498,336.0,4.0,56.0,0.0,40.0,0.0,0.0,2.0,10.0,2.0,6.0,20.0,9.0,0.133225,2.0664493752249973,169.0,0.0,9.0,0.0,0.0,0.0,0.0,0.25,6.25,0.25,0.25,0.0,53.0,2.66,10.45126,97.0,1.0,17.0,0.0,10.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,47.0,1.93,7.576230000000002,71.0,1.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.3290292651364375,36.57788040830064,1.3955,False
mp-13151,B4N4,P4_2/mnm,136,6.0,2.54,11.41606,93.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,48.0,20.32,91.32848,744.0,32.0,32.0,0.0,0.0,0.0,0.0,32.0,16.0,0.0,16.0,16.0,1.0,0.25,9.722173441600004,49.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,3.04,14.5341,100.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,2.0,5.0,2.04,8.29802,86.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,3.3021423706377253,6.240003574588458,4.825699999999999,False
mp-11661,Zr6N8,I-43d,220,21.142857142857142,2.307142857142857,11.1483,78.14285714285714,5.142857142857142,4.571428571428571,3.4285714285714284,0.8571428571428571,0.0,0.0,1.7142857142857142,1.7142857142857142,0.0,2.0,3.2857142857142856,296.0,32.3,156.0762,1094.0,72.0,64.0,48.0,12.0,0.0,0.0,24.0,24.0,0.0,28.0,46.0,266.6938775510204,0.7161061224489795,15.28485552,636.9795918367347,6.122448979591836,0.2448979591836734,15.6734693877551,0.9795918367346936,0.0,0.0,2.204081632653061,2.204081632653061,0.0,0.0,2.204081632653061,40.0,3.04,14.5341,100.0,8.0,5.0,8.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0,7.0,1.33,6.6339,49.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.929324564831302,11.286973880537818,0.6862000000000004,False
mp-1194443,La2Cu26,Fm-3c,226,31.0,1.8428571428571427,7.572845714285716,69.21428571428572,1.5714285714285714,10.428571428571429,0.6428571428571428,9.357142857142858,0.0,0.0,0.0,0.0,0.9285714285714286,1.0714285714285714,4.142857142857143,868.0,51.6,212.03968000000003,1938.0,44.0,292.0,18.0,262.0,0.0,0.0,0.0,0.0,26.0,30.0,116.0,52.0,0.0424489795918367,0.3064460995673473,100.88265306122447,4.244897959183673,4.244897959183673,5.372448979591837,5.372448979591836,0.0,0.0,0.0,0.0,0.0663265306122448,0.0663265306122448,0.2653061224489796,57.0,1.9,7.726380000000002,72.0,9.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,29.0,1.1,5.5769,33.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.261688773985233,13.854188940032886,0.0,False
mp-1077506,B3N3,Imm2,44,6.0,2.54,11.41606,93.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,36.0,15.240000000000002,68.49636,558.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,12.0,12.0,1.0,0.25,9.722173441600004,49.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,3.04,14.5341,100.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,2.0,5.0,2.04,8.29802,86.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,3.120089535685889,6.604099004501719,1.0837000000000003,False
mp-1105118,As8O12,P2_1,4,18.0,2.936,12.08627,96.2,2.4000000000000004,9.6,0.0,4.0,0.0,0.0,2.4000000000000004,3.6,0.0,2.0,2.8,360.0,58.72,241.72540000000004,1924.0,48.0,192.0,0.0,80.0,0.0,0.0,48.0,72.0,0.0,40.0,56.0,150.0,0.3810239999999999,3.5195249525999994,34.56,0.24,19.44,0.0,24.0,0.0,0.0,0.24,0.24,0.0,0.0,0.96,33.0,3.44,13.61805,101.0,3.0,15.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,8.0,2.18,9.7886,89.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,3.754348899841178,17.50095062846902,3.4624,False
mvc-6375,W16O32,P1,1,30.0,2.8599999999999994,11.700043333333332,85.66666666666666,3.333333333333333,10.666666666666666,2.0,1.3333333333333333,0.0,4.666666666666666,1.3333333333333333,2.6666666666666665,0.0,2.0,3.333333333333333,1440.0,137.28,561.60208,4112.0,160.0,512.0,96.0,64.0,0.0,224.0,64.0,128.0,0.0,96.0,160.0,967.9999999999998,0.6728,7.357499146755556,470.22222222222223,3.555555555555556,43.55555555555556,8.0,3.555555555555556,0.0,43.55555555555556,0.8888888888888888,3.555555555555556,0.0,0.0,3.555555555555556,74.0,3.44,13.61805,101.0,6.0,20.0,6.0,4.0,0.0,14.0,2.0,4.0,0.0,2.0,6.0,8.0,1.7,7.86403,55.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.192675600894232,12.99617126534953,1.3792,False
mvc-12204,Fe12O24,P1,1,14.0,2.903333333333333,11.712833333333332,87.66666666666666,2.6666666666666665,6.666666666666666,1.3333333333333333,2.0,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,2.0,2.6666666666666665,504.0,104.52,421.662,3156.0,96.0,240.0,48.0,72.0,0.0,0.0,48.0,96.0,0.0,72.0,96.0,72.0,0.5760222222222221,7.259701093888888,355.55555555555554,0.8888888888888888,0.8888888888888888,3.555555555555556,8.0,0.0,0.0,0.8888888888888888,3.555555555555556,0.0,0.0,0.8888888888888888,26.0,3.44,13.61805,101.0,4.0,8.0,4.0,6.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,8.0,1.83,7.9024,61.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.914616064252285,12.420806133083596,0.0,False
mp-570922,Mg1Cl2,P-4m2,115,15.333333333333332,2.543333333333333,11.193831666666666,90.33333333333331,0.6666666666666666,5.333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,3.333333333333333,0.0,2.0,3.0,46.0,7.630000000000001,33.581495000000004,271.0,2.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,6.0,9.0,5.555555555555555,0.7605555555555557,6.29272105467222,150.22222222222223,0.2222222222222222,5.555555555555555,0.0,0.0,0.0,0.0,0.2222222222222222,5.555555555555555,0.0,0.0,0.0,17.0,3.16,12.96763,99.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,12.0,1.31,7.646235000000001,73.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.803984237242816,29.213408448197395,4.9061,False
mp-1080344,Ce8Se16,Pccn,56,42.0,2.0733333333333333,8.347826666666666,72.66666666666667,8.666666666666666,12.0,3.0,6.999999999999999,4.333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,2.0,4.666666666666666,1008.0,49.76,200.34784,1744.0,208.0,288.0,72.0,168.0,104.0,8.0,32.0,64.0,0.0,48.0,112.0,128.0,0.454422222222222,3.945596314688888,826.8888888888888,88.88888888888889,32.0,18.0,18.0,37.55555555555556,0.2222222222222222,0.8888888888888888,3.555555555555556,0.0,0.0,0.8888888888888888,58.0,2.55,9.75239,93.0,22.0,16.0,9.0,10.0,13.0,1.0,2.0,4.0,0.0,2.0,6.0,34.0,1.12,5.5387,32.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.575754745651811,64.04600723841558,1.2294,False
mp-1210818,Lu6F18,P-3c1,165,24.5,3.235,14.423565,81.5,3.0,9.5,2.25,0.25,0.0,3.5,0.75,3.75,0.0,2.0,3.0,588.0,77.64,346.16556,1956.0,72.0,228.0,54.0,6.0,0.0,84.0,18.0,90.0,0.0,48.0,72.0,720.75,1.665075,26.986231755675,1260.75,12.0,18.75,15.1875,0.1875,0.0,36.75,0.1875,4.6875,0.0,0.0,3.0,71.0,3.98,17.4228,102.0,9.0,17.0,9.0,1.0,0.0,14.0,1.0,5.0,0.0,2.0,6.0,9.0,1.0,5.42586,20.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.744273680073405,11.012415813717531,7.689900000000001,False
mp-984718,B2As2,P6_3mc,186,19.0,2.1100000000000003,9.04331,87.5,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,76.0,8.440000000000001,36.17324,350.0,16.0,36.0,0.0,20.0,0.0,0.0,16.0,8.0,0.0,8.0,12.0,196.0,0.0049,0.555457184100001,2.25,1.0,36.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,33.0,2.18,9.7886,89.0,5.0,15.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,2.0,4.0,5.0,2.04,8.29802,86.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,5.097157656422205,13.96487426691821,1.1791999999999998,False
mp-1379,Sn2S2,Cmcm,63,33.0,2.27,8.851965,88.5,3.0,10.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,2.0,4.0,132.0,9.08,35.40786,354.0,12.0,40.0,0.0,20.0,0.0,0.0,12.0,12.0,0.0,8.0,16.0,289.0,0.0961,2.274199722025001,30.25,1.0,16.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,50.0,2.58,10.36001,94.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,4.0,0.0,2.0,5.0,16.0,1.96,7.34392,83.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,3.752814340433672,33.35733599569472,1.2008,False
mp-684856,As24S25,P1,1,24.32653061224489,2.3840816326530616,10.080135714285715,91.55102040816328,2.4897959183673466,10.408163265306122,0.0,4.8979591836734695,0.0,0.0,2.4897959183673466,3.510204081632653,0.0,2.0,3.489795918367347,1192.0,116.82,493.92665,4486.0,122.0,510.0,0.0,240.0,0.0,0.0,122.0,172.0,0.0,98.0,171.0,72.21990837151188,0.0399833402748854,0.0815933497959184,6.247396917950853,0.2498958767180341,20.241566014160767,0.0,24.989587671803413,0.0,0.0,0.2498958767180341,0.2498958767180341,0.0,0.0,0.2498958767180341,33.0,2.58,10.36001,94.0,3.0,15.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,16.0,2.18,9.7886,89.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,2.855006431181804,30.858613634691302,0.0819,False
mp-1244941,Sn34O68,P1,1,22.0,2.9466666666666663,11.526673333333331,95.0,2.6666666666666665,8.666666666666666,0.0,3.333333333333333,0.0,0.0,2.6666666666666665,3.333333333333333,0.0,2.0,3.0,2244.0,300.56,1175.72068,9690.0,272.0,884.0,0.0,340.0,0.0,0.0,272.0,340.0,0.0,204.0,306.0,392.0,0.4867555555555555,8.747712723755555,72.0,0.8888888888888888,14.22222222222222,0.0,22.22222222222222,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,2.0,50.0,3.44,13.61805,101.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,4.0,0.0,2.0,5.0,8.0,1.96,7.34392,83.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,5.752383029018037,14.501691375439488,0.3161000000000005,False
mp-2715,Co4As8,P2_1/c,14,31.0,2.08,9.152736666666666,80.66666666666666,3.0,13.0,1.0,9.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,372.0,24.96,109.83284,968.0,36.0,156.0,12.0,108.0,0.0,0.0,24.0,24.0,0.0,24.0,48.0,8.0,0.02,0.8086443573555546,138.88888888888889,0.0,8.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,33.0,2.18,9.7886,89.0,3.0,15.0,3.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,4.0,27.0,1.88,7.881010000000002,64.0,3.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.35831544375982,15.704743054807656,0.1710000000000002,False
mp-1205322,Ca2H4,Cmcm,63,7.333333333333333,1.8,11.103348666666664,73.99999999999999,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,2.0,44.0,10.8,66.620092,444.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,80.22222222222223,0.3200000000000001,12.450991464464222,1681.9999999999998,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,2.0,20.0,2.2,13.598443,103.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,6.11316,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.078584732753843,11.209314861105248,0.8277000000000001,False
mp-1079229,Mg6Pd2,P6_3/mmc,194,20.5,1.5325000000000002,7.818901250000001,72.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.5,3.5,164.0,12.260000000000002,62.551210000000005,576.0,0.0,32.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,216.75,0.14851875,0.0894409016671873,3.0,0.0,12.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,46.0,2.2,8.3369,73.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,1.31,7.646235000000001,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.7661983941241983,19.767464585330245,0.0,False
mp-550893,Hf1O2,Fm-3m,225,29.33333333333333,2.7266666666666666,11.353723333333331,84.0,4.0,10.0,2.6666666666666665,0.6666666666666666,0.0,4.666666666666666,1.3333333333333333,2.6666666666666665,0.0,2.0,3.333333333333333,88.0,8.18,34.06117,252.0,12.0,30.0,8.0,2.0,0.0,14.0,4.0,8.0,0.0,6.0,10.0,910.2222222222224,1.0176888888888889,10.25435050675556,578.0,8.0,32.0,14.222222222222223,0.888888888888889,0.0,43.55555555555556,0.8888888888888888,3.555555555555556,0.0,0.0,3.555555555555556,72.0,3.44,13.61805,101.0,8.0,18.0,8.0,2.0,0.0,14.0,2.0,4.0,0.0,2.0,6.0,8.0,1.3,6.825069999999998,50.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.692619907251204,10.896140781011136,3.911999999999999,False
mp-30233,Na24As56,P2_1/c,14,26.4,1.805,8.3937428,65.6,2.3999999999999995,10.8,0.0,7.0,0.0,0.0,2.1,2.1,0.3,1.7,3.7,2112.0,144.4,671.4994240000001,5248.0,192.0,864.0,0.0,560.0,0.0,0.0,168.0,168.0,24.0,136.0,296.0,101.64,0.328125,4.539795419580961,1277.64,0.84,41.16,0.0,21.0,0.0,0.0,1.89,1.89,0.2099999999999999,0.2099999999999999,0.21,33.0,2.18,9.7886,89.0,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,11.0,0.93,5.139076,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.452881116583963,28.53842640156736,1.4233000000000002,False
mp-1080373,Ce12Se24,P-31c,163,42.0,2.0733333333333333,8.347826666666666,72.66666666666667,8.666666666666666,12.0,3.0,6.999999999999999,4.333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,2.0,4.666666666666666,1512.0,74.64,300.52176000000003,2616.0,312.0,432.0,108.0,252.0,156.0,12.0,48.0,96.0,0.0,72.0,168.0,128.0,0.454422222222222,3.945596314688888,826.8888888888888,88.88888888888889,32.0,18.0,18.0,37.55555555555556,0.2222222222222222,0.8888888888888888,3.555555555555556,0.0,0.0,0.8888888888888888,58.0,2.55,9.75239,93.0,22.0,16.0,9.0,10.0,13.0,1.0,2.0,4.0,0.0,2.0,6.0,34.0,1.12,5.5387,32.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.1114042227202563,53.02004987965565,0.7945,False
mp-1185591,Mg149Ag1,P-6m2,187,12.233333333333333,1.3141333333333332,7.645768300000001,72.98666666666666,0.0066666666666666,2.06,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0066666666666666,1.9933333333333327,3.013333333333333,1835.0,197.12,1146.865245,10948.0,1.0,309.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,299.0,452.0,8.11222222222222,0.0025455822222222,3.245352460999927e-05,0.0264888888888888,0.0066222222222222,0.5364,0.0,0.6622222222222223,0.0,0.0,0.0,0.0,0.0066222222222222,0.0066222222222222,0.0264888888888888,47.0,1.93,7.646235000000001,73.0,1.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,1.31,7.576230000000002,71.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.8161085870565288,22.73237883212652,0.5665,False
mp-568656,Si10C10,P3m1,156,10.0,2.225,9.70599,90.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.5,200.0,44.5,194.1198,1800.0,80.0,80.0,0.0,0.0,0.0,0.0,80.0,40.0,0.0,40.0,50.0,16.0,0.1056249999999999,2.4158795761,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,14.0,2.55,11.2603,95.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,6.0,1.9,8.15168,85.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,3.17190824147168,10.49546541915648,2.0410999999999984,True
mp-23263,La2Br6,P6_3/m,176,40.5,2.495,10.254575,81.75,3.0,13.5,2.25,7.75,0.0,0.0,0.75,3.75,0.0,2.0,4.5,324.0,19.96,82.0366,654.0,24.0,108.0,18.0,62.0,0.0,0.0,6.0,30.0,0.0,16.0,36.0,90.75,0.6486749999999999,7.293547801875,792.1875,12.0,36.75,15.1875,15.1875,0.0,0.0,0.1875,4.6875,0.0,0.0,0.75,57.0,2.96,11.8138,98.0,9.0,17.0,9.0,10.0,0.0,0.0,1.0,5.0,0.0,2.0,6.0,35.0,1.1,5.5769,33.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.8718311377039125,32.26246366415335,2.9266,True
