Band gap,Density(g/cm^3),Space Group No,Volume(A^3/atoms),ave:atomic_number,ave:en_pauling,ave:first_ion_en,ave:mendeleev_number,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_unfilled,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:num_unfilled,ave:num_valance,ave:period,max:atomic_number,max:en_pauling,max:first_ion_en,max:mendeleev_number,max:num_d_unfilled,max:num_d_valence,max:num_f_unfilled,max:num_f_valence,max:num_p_unfilled,max:num_p_valence,max:num_s_unfilled,max:num_s_valence,max:num_unfilled,max:num_valance,max:period,min:atomic_number,min:en_pauling,min:first_ion_en,min:mendeleev_number,min:num_d_unfilled,min:num_d_valence,min:num_f_unfilled,min:num_f_valence,min:num_p_unfilled,min:num_p_valence,min:num_s_unfilled,min:num_s_valence,min:num_unfilled,min:num_valance,min:period,var:atomic_number,var:en_pauling,var:first_ion_en,var:mendeleev_number,var:num_d_unfilled,var:num_d_valence,var:num_f_unfilled,var:num_f_valence,var:num_p_unfilled,var:num_p_valence,var:num_s_unfilled,var:num_s_valence,var:num_unfilled,var:num_valance,var:period
0,5.320916782,186,29.606741,41,1.98,7.78748,84,0,10,0,0,4,2,0,2,4,14,4.5,49,2.18,9.7886,89,0,10,0,0,5,3,0,2,5,15,5,33,1.78,5.78636,79,0,10,0,0,3,1,0,2,3,13,4,64,0.04,4.004481254,25,0,0,0,0,1,1,0,0,1,1,0.25
0,8.504336227,221,11.13342642,27,1.8475,7.4214775,64.5,2.75,7.25,0,0,0,0,0.25,1.75,3,9,4,28,1.91,7.6398,67,5,8,0,0,0,0,1,2,6,10,4,24,1.66,6.76651,57,2,5,0,0,0,0,0,1,2,6,4,3,0.01171875,0.142994142,18.75,1.6875,1.6875,0,0,0,0,0.1875,0.1875,3,3,0
0,8.670821903,221,10.90360776,26,1.8175,7.597305,61.5,4,6,0,0,0,0,0,2,4,8,4,27,1.88,7.88101,64,7,7,0,0,0,0,0,2,7,9,4,23,1.63,6.74619,54,3,3,0,0,0,0,0,2,3,5,4,3,0.01171875,0.241465581,18.75,3,3,0,0,0,0,0,0,3,3,0
0,10.34076087,221,16.47907554,44.5,1.9825,7.91115,64,2,8,0,0,0,0,0,0.5,2,8.5,5,46,2.2,8.3369,69,8,10,0,0,0,0,0,2,8,10,5,40,1.33,6.6339,49,0,2,0,0,0,0,0,0,0,4,5,6.75,0.14191875,0.543789188,75,12,12,0,0,0,0,0,0.75,12,6.75,0
0,7.321709994,221,13.61993072,25.25,3.13,12.4552925,92.25,0.75,1.75,0,3.5,1.5,3,0,2,2.25,10.25,3,77,3.44,13.61805,101,3,7,0,14,2,4,0,2,3,23,6,8,2.2,8.96702,66,0,0,0,0,0,0,0,2,2,6,2,892.6875,0.2883,4.056015011,229.6875,1.6875,9.1875,0,36.75,0.75,3,0,0,0.1875,54.1875,3
0,15.52961148,189,14.90755145,56.66666667,2.1,8.68976,73.66666667,0.666666667,6,0,9.333333333,1.333333333,0.666666667,0.666666667,1.333333333,2.666666667,17.33333333,5,78,2.2,8.9588,85,1,9,0,14,4,2,1,2,4,24,6,14,1.9,8.15168,68,0,0,0,0,0,0,0,1,2,4,3,910.2222222,0.02,0.144765043,64.22222222,0.222222222,18,0,43.55555556,3.555555556,0.888888889,0.222222222,0.222222222,0.888888889,88.88888889,2
0,7.341004127,65,28.52597314,53,1.683333333,6.72028,65.66666667,0,6.666666667,3.666666667,1,2.666666667,1.333333333,0,2,6.333333333,11,5.333333333,59,1.96,7.34392,83,0,10,11,3,4,2,0,2,11,14,6,50,1.13,5.473,31,0,0,0,0,0,0,0,2,4,5,5,18,0.153088889,0.777853699,600.8888889,0,22.22222222,26.88888889,2,3.555555556,0.888888889,0,0,10.88888889,18,0.222222222
0,2.830918956,229,18.02121669,14,3.725714286,15.98532857,96.28571429,0.428571429,1,0,0,0.857142857,4.285714286,0.142857143,1.857142857,1.428571429,7.142857143,2.428571429,44,3.98,17.4228,102,3,7,0,0,1,5,1,2,4,8,5,9,2.2,7.3605,62,0,0,0,0,0,0,0,1,1,7,2,150,0.387967347,12.39794465,195.9183673,1.102040816,6,0,0,0.12244898,3.06122449,0.12244898,0.12244898,1.102040816,0.12244898,1.102040816
0,14.05228454,62,21.50776529,73.5,1.725,7.571555,44.5,0.5,4.5,0.5,13.5,0,0,0.5,1.5,1.5,19.5,6,78,2.2,8.9588,68,1,9,1,14,0,0,1,2,2,24,6,69,1.25,6.18431,21,0,0,0,13,0,0,0,1,1,15,6,20.25,0.225625,1.92444869,552.25,0.25,20.25,0.25,0.25,0,0,0.25,0.25,0.25,20.25,0
0,11.02583982,225,16.66165672,47.5,2.065,7.987125,64.375,1.125,8.875,1.625,0.125,0,0,0,0.25,2.75,9.25,5.125,58,2.2,8.3369,69,9,10,13,1,0,0,0,2,22,10,6,46,1.12,5.5387,32,0,1,0,0,0,0,0,0,0,4,5,15.75,0.127575,0.856397854,149.734375,8.859375,8.859375,18.484375,0.109375,0,0,0,0.4375,52.9375,3.9375,0.109375
0,12.18492491,62,23.53823522,70,1.685,7.30125,48,0.5,4.5,4,10,0,0,0.5,1.5,5,16,6,78,2.2,8.9588,68,1,9,8,14,0,0,1,2,8,24,6,62,1.17,5.6437,28,0,0,0,6,0,0,0,1,2,8,6,64,0.265225,2.747472003,400,0.25,20.25,16,16,0,0,0.25,0.25,9,64,0
0,14.5804894,62,21.07212567,74.5,1.6,7.19233,44,5,5,0,14,0,0,0.5,1.5,5.5,20.5,6,78,2.2,8.9588,68,9,9,0,14,0,0,1,2,9,24,6,71,1,5.42586,20,1,1,0,14,0,0,0,1,2,17,6,12.25,0.36,3.120416261,576,16,16,0,0,0,0,0.25,0.25,12.25,12.25,0
0,10.49073678,62,22.4758391,58.5,1.71,7.58805,46.5,5,5,0,7,0,0,0.5,1.5,5.5,13.5,5.5,78,2.2,8.9588,68,9,9,0,14,0,0,1,2,9,24,6,39,1.22,6.2173,25,1,1,0,0,0,0,0,1,2,3,5,380.25,0.2401,1.878955563,462.25,16,16,0,49,0,0,0.25,0.25,12.25,110.25,0.25
0,15.21501734,59,20.45863262,75.5,2.125151612,8.3850975,59,0,7.5,1.25,12.75,0,0,0.75,1.25,2,21.5,6,79,2.4,9.22553,70,0,10,5,14,0,0,1,2,5,25,6,65,1.300606449,5.8638,26,0,0,0,9,0,0,0,1,1,11,6,36.75,0.226624909,2.118980361,363,0,18.75,4.6875,4.6875,0,0,0.1875,0.1875,3,36.75,0
0,6.372013807,62,23.25127525,38,1.535,6.89769,56.5,0,0,4,3,2,1,0,2,6,6,4.5,62,1.9,8.15168,85,0,0,8,6,4,2,0,2,8,8,6,14,1.17,5.6437,28,0,0,0,0,0,0,0,2,4,4,3,576,0.133225,1.57249092,812.25,0,0,16,9,4,1,0,0,4,4,2.25
0,7.190394638,71,10.62182273,20.42857143,1.851428571,7.638375714,71.85714286,2.571428571,1.714285714,0,0,2.857142857,0.571428571,0.428571429,1.571428571,5.857142857,3.857142857,3.285714286,41,2.04,8.29802,86,6,4,0,0,5,1,1,2,7,5,5,5,1.6,6.75885,53,0,0,0,0,0,0,0,1,5,3,2,317.3877551,0.047412245,0.580174112,266.6938776,8.816326531,3.918367347,0,0,6.12244898,0.244897959,0.244897959,0.244897959,0.979591837,0.979591837,2.204081633
0,16.28044555,59,19.52881527,77,2.05,8.2756125,57.5,2.25,7.75,0,14,0,0,0.75,1.25,3,23,6,79,2.4,9.22553,70,9,10,0,14,0,0,1,2,9,25,6,71,1,5.42586,20,0,1,0,14,0,0,0,1,1,17,6,12,0.3675,2.70702977,468.75,15.1875,15.1875,0,0,0,0,0.1875,0.1875,12,12,0
0,14.30206113,198,15.37269225,54.5,2.005,7.4790505,74.5,0.5,9.5,0,7,2.5,0.5,0.5,1.5,3.5,18.5,5,78,2.2,8.9588,81,1,10,0,14,5,1,1,2,5,24,6,31,1.81,5.999301,68,0,9,0,0,0,0,0,1,2,13,4,552.25,0.038025,2.189658583,42.25,0.25,0.25,0,49,6.25,0.25,0.25,0.25,2.25,30.25,1
0,6.232252326,225,22.93753201,37,1.85,7.949355,63,4.5,0.5,6.5,0.5,1,2,0,2,12,5,4.5,58,2.58,10.36001,94,9,1,13,1,2,4,0,2,22,6,6,16,1.12,5.5387,32,0,0,0,0,0,0,0,2,2,4,3,441,0.5329,5.811257529,961,20.25,0.25,42.25,0.25,1,4,0,0,100,1,2.25
0,3.185370808,166,25.35513855,21.92857143,1.374285714,5.881868714,56.78571429,0,0,0,0,3.214285714,0.642857143,0,2,3.214285714,2.642857143,3.714285714,38,1.61,5.985768,80,0,0,0,0,5,1,0,2,5,3,5,13,0.95,5.69485,15,0,0,0,0,0,0,0,2,0,2,3,143.494898,0.100010204,0.019431111,970.0255102,0,0,0,0,5.739795918,0.229591837,0,0,5.739795918,0.229591837,0.918367347
0,9.126067664,63,23.29981418,53.75,1.5175,8.10183,61.25,2.25,7.75,0,3.5,0,0,0,2,2.25,13.25,5.25,71,1.69,8.99382,75,9,10,0,14,0,0,0,2,9,17,6,48,1,5.42586,20,0,1,0,0,0,0,0,2,0,12,5,99.1875,0.08926875,2.38693848,567.1875,15.1875,15.1875,0,36.75,0,0,0,0,15.1875,4.6875,0.1875
0,8.263727539,191,15.47168132,34.16666667,1.773333333,7.359483333,65,0,8.333333333,1.666666667,0.666666667,0,0,0.833333333,1.166666667,2.5,10.16666667,4.333333333,60,1.9,7.72638,72,0,10,10,4,0,0,1,2,10,11,6,29,1.14,5.525,30,0,0,0,0,0,0,0,1,1,6,4,133.4722222,0.080222222,0.67306582,245,0,13.88888889,13.88888889,2.222222222,0,0,0.138888889,0.138888889,11.25,3.472222222,0.555555556
0,12.71792949,62,23.00155745,71,1.7,7.5543,47.5,5,5,3.5,10.5,0,0,0.5,1.5,9,17,6,78,2.2,8.9588,68,9,9,7,14,0,0,1,2,16,24,6,64,1.2,6.1498,27,1,1,0,7,0,0,0,1,2,10,6,49,0.25,1.97262025,420.25,16,16,12.25,12.25,0,0,0.25,0.25,49,49,0
0,4.187210327,12,11.08404714,13.25,2.7275,11.07182625,82.25,3,0.75,0,0,1.25,2.5,0,2,4.25,5.25,2.75,22,3.44,13.61805,101,8,2,0,0,2,4,0,2,8,6,4,8,1.54,6.82812,51,0,0,0,0,0,0,0,2,2,4,2,45.9375,0.84609375,10.80542564,585.9375,15,0.9375,0,0,0.9375,3.75,0,0,8.4375,0.9375,0.9375
0,9.332890987,221,21.38165182,50.5,1.325,7.4100295,48,4.5,5.5,0,7,0,0,0,2,4.5,14.5,5,71,1.65,9.394199,76,9,10,0,14,0,0,0,2,9,17,6,30,1,5.42586,20,0,1,0,0,0,0,0,2,0,12,4,420.25,0.105625,3.936928605,784,20.25,20.25,0,49,0,0,0,0,20.25,6.25,1
0,6.132194601,63,36.84960092,55.33333333,1.966666667,8.645511667,85,1.333333333,8.666666667,0,2.333333333,1.666666667,3.333333333,0,2,3,16.33333333,5.166666667,72,2.1,9.0096,92,8,10,0,14,2,4,0,2,8,18,6,52,1.3,6.82507,50,0,2,0,0,0,0,0,2,2,16,5,55.55555556,0.088888889,0.662801572,245,8.888888889,8.888888889,0,27.22222222,0.555555556,2.222222222,0,0,5,0.555555556,0.138888889
0,2.217756087,194,45.75009704,26,0.916666667,5.163272,12,0,0,0,0,0,0,0.666666667,1.333333333,0.666666667,1.333333333,4,56,0.93,5.211664,14,0,0,0,0,0,0,1,2,1,2,6,11,0.89,5.139076,11,0,0,0,0,0,0,0,1,0,1,3,450,0.000355556,0.001170893,2,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,2
0,3.493082723,166,29.98803271,27.66666667,1.646666667,8.641266667,43.33333333,0,0,0,0,1,1,0,2,1,3,4,38,3.04,14.5341,100,0,0,0,0,3,3,0,2,3,5,5,7,0.95,5.69485,15,0,0,0,0,0,0,0,2,0,2,2,213.5555556,0.970688889,17.36274235,1605.555556,0,0,0,0,2,2,0,0,2,2,2
0,4.799830875,62,40.04853952,48,1.263333333,6.107586,37.33333333,0,3.333333333,0,0,1.333333333,0.666666667,0,2,1.333333333,6,5.333333333,56,2.01,7.89943,84,0,10,0,0,4,2,0,2,4,14,6,32,0.89,5.211664,14,0,0,0,0,0,0,0,2,0,2,4,128,0.278755556,1.60535246,1088.888889,0,22.22222222,0,0,3.555555556,0.888888889,0,0,3.555555556,32,0.888888889
0,3.659773091,42,37.06466483,35,2.22,9.423196667,80,2.333333333,1,0,4.666666667,1.333333333,2.666666667,0,2,3.666666667,10.33333333,4,73,2.58,10.36001,94,7,3,0,14,2,4,0,2,7,19,6,16,1.5,7.54957,52,0,0,0,0,0,0,0,2,2,6,3,722,0.2592,1.755238443,392,10.88888889,2,0,43.55555556,0.888888889,3.555555556,0,0,5.555555556,37.55555556,2
0,15.72389789,227,19.27022128,73.33333333,1.866666667,8.022466667,54.33333333,3.666666667,6.333333333,2.333333333,11.66666667,0,0,0.666666667,1.333333333,6.666666667,19.33333333,6,78,2.2,8.9588,68,9,9,7,14,0,0,1,2,16,24,6,64,1.2,6.1498,27,1,1,0,7,0,0,0,1,2,10,6,43.55555556,0.222222222,1.753440222,373.5555556,14.22222222,14.22222222,10.88888889,10.88888889,0,0,0.222222222,0.222222222,43.55555556,43.55555556,0
0,17.35251255,140,15.7389133,66.5,2.1525,8.6939575,72,0.75,9.25,0,10.5,1,0.5,0.75,1.25,2.5,21.5,5.5,78,2.2,8.9588,84,1,10,0,14,4,2,1,2,4,24,6,32,2.01,7.89943,68,0,9,0,0,0,0,0,1,2,14,4,396.75,0.00676875,0.210424649,48,0.1875,0.1875,0,36.75,3,0.75,0.1875,0.1875,0.75,18.75,0.75
0,1.538558448,166,16.14241189,7,1.232,5.6293386,39.2,0,0,0,0,2,0.4,0.6,1.4,2.6,1.8,2.4,13,1.61,5.985768,80,0,0,0,0,5,1,1,2,5,3,3,3,0.98,5.391719,12,0,0,0,0,0,0,0,1,1,1,2,24,0.095256,0.084694611,1109.76,0,0,0,0,6,0.24,0.24,0.24,3.84,0.96,0.24
0,6.931417288,221,32.06762897,55.25,1.315,6.018655,45.5,6.75,3.25,0,0,1,0.5,0,2,7.75,5.75,5.75,57,1.96,7.34392,83,9,10,0,0,4,2,0,2,9,14,6,50,1.1,5.5769,33,0,1,0,0,0,0,0,2,4,3,5,9.1875,0.138675,0.58544244,468.75,15.1875,15.1875,0,0,3,0.75,0,0,4.6875,22.6875,0.1875
0,8.759738507,148,24.90469704,55.2,1.614,6.36978,42.8,0.8,3.2,4.8,3.6,0,0,0.4,1.6,6,8.4,5.6,62,2.28,7.4589,65,2,8,8,6,0,0,1,2,8,9,6,45,1.17,5.6437,28,0,0,0,0,0,0,0,1,3,8,5,69.36,0.295704,0.79078825,328.56,0.96,15.36,15.36,8.64,0,0,0.24,0.24,6,0.24,0.24
0,10.28966808,221,20.99185163,54.5,1.74,6.80435,46,5.5,4.5,3.5,3.5,0,0,0.5,1.5,9.5,9.5,5.5,64,2.28,7.4589,65,9,8,7,7,0,0,1,2,16,10,6,45,1.2,6.1498,27,2,1,0,0,0,0,0,1,3,9,5,90.25,0.2916,0.428435702,361,12.25,12.25,12.25,12.25,0,0,0.25,0.25,42.25,0.25,0.25
0,10.03479639,227,20.12235792,51.66666667,1.88787503,7.44806,52,0,6.666666667,2.333333333,2.333333333,0,0,0,0.666666667,2.333333333,9.666666667,5.333333333,63,2.2,8.3369,69,0,10,7,7,0,0,0,2,7,10,6,46,1.263625091,5.67038,18,0,0,0,0,0,0,0,0,0,9,5,64.22222222,0.194843993,1.580073091,578,0,22.22222222,10.88888889,10.88888889,0,0,0,0.888888889,10.88888889,0.222222222,0.222222222
0,4.40371221,166,36.28248508,39.66666667,1.606666667,8.319142667,42.66666667,0,0,0,0,1,1,0,2,1,3,4.666666667,56,3.04,14.5341,100,0,0,0,0,3,3,0,2,3,5,6,7,0.89,5.211664,14,0,0,0,0,0,0,0,2,0,2,2,533.5555556,1.027222222,19.31284733,1643.555556,0,0,0,0,2,2,0,0,2,2,3.555555556
0,9.60141927,4,12.44286291,30,2.86,11.70004333,85.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,3.333333333,10.66666667,3.333333333,74,3.44,13.61805,101,6,4,0,14,2,4,0,2,6,20,6,8,1.7,7.86403,55,0,0,0,0,0,0,0,2,2,6,2,968,0.6728,7.357499147,470.2222222,8,3.555555556,0,43.55555556,0.888888889,3.555555556,0,0,3.555555556,43.55555556,3.555555556
0,4.382746723,204,14.38369089,18,2.1125,9.83527,83.5,0.75,1.75,0,0,2.25,2.25,0,2,3,6,3.25,27,2.19,10.48669,90,3,7,0,0,3,3,0,2,3,9,4,15,1.88,7.88101,64,0,0,0,0,0,0,0,2,3,5,3,27,0.01801875,1.273044049,126.75,1.6875,9.1875,0,0,1.6875,1.6875,0,0,0,3,0.1875
0,9.327482875,139,22.13382027,52.66666667,1.686666667,7.100753333,56.33333333,3,7,2.333333333,2.333333333,0,0,0.666666667,1.333333333,6,10.66666667,5.333333333,64,1.93,7.57623,71,9,10,7,7,0,0,1,2,16,11,6,47,1.2,6.1498,27,0,1,0,0,0,0,0,1,1,10,5,64.22222222,0.118422222,0.452156121,430.2222222,18,18,10.88888889,10.88888889,0,0,0.222222222,0.222222222,50,0.222222222,0.222222222
0,8.062241084,63,23.67361115,48,1.605,7.024615,55.5,4.5,5.5,3.5,3.5,2,1,0,2,10,12,5,64,2.01,7.89943,84,9,10,7,7,4,2,0,2,16,14,6,32,1.2,6.1498,27,0,1,0,0,0,0,0,2,4,10,4,256,0.164025,0.765301284,812.25,20.25,20.25,12.25,12.25,4,1,0,0,36,4,1
0,7.989778004,221,26.67431892,53.5,1.77,7.04539,69,2.25,7.75,1.75,1.75,3,1.5,0,2,7,13,5.25,64,1.96,7.34392,83,9,10,7,7,4,2,0,2,16,14,6,50,1.2,6.1498,27,0,1,0,0,0,0,0,2,4,10,5,36.75,0.1083,0.267360483,588,15.1875,15.1875,9.1875,9.1875,3,0.75,0,0,27,3,0.1875
0,5.660330474,227,20.65412773,30,1.473333333,6.040445333,62.33333333,3,0.333333333,2.333333333,2.333333333,3.333333333,0.666666667,0,2,8.666666667,5.333333333,4,64,1.61,6.1498,80,9,1,7,7,5,1,0,2,16,10,6,13,1.2,5.985768,27,0,0,0,0,0,0,0,2,5,3,3,578,0.037355556,0.005979222,624.2222222,18,0.222222222,10.88888889,10.88888889,5.555555556,0.222222222,0,0,26.88888889,10.88888889,2
0,10.99749737,227,18.27315658,51.33333333,1.92,7.022533333,52.33333333,4.333333333,5.666666667,2.333333333,2.333333333,0,0,0.666666667,1.333333333,7.333333333,9.333333333,5.333333333,64,2.28,7.4589,65,9,8,7,7,0,0,1,2,16,10,6,45,1.2,6.1498,27,2,1,0,0,0,0,0,1,3,9,5,80.22222222,0.2592,0.380831736,320.8888889,10.88888889,10.88888889,10.88888889,10.88888889,0,0,0.222222222,0.222222222,37.55555556,0.222222222,0.222222222
0,9.485094392,166,27.60914154,64.5,1.84,8.11193,76.5,0,10,0,7,2.5,0.5,0,2,2.5,19.5,5.5,80,1.9,10.4375,79,0,10,0,14,5,1,0,2,5,26,6,49,1.78,5.78636,74,0,10,0,0,0,0,0,2,0,13,5,240.25,0.0036,5.408275825,6.25,0,0,0,49,6.25,0.25,0,0,6.25,42.25,0.25
0,6.813013993,225,11.85240159,22.75,1.775,7.423242,65.75,3,4.5,0,0,1.25,0.25,0,2,4.25,6.75,3.75,26,1.83,7.9024,80,4,6,0,0,5,1,0,2,5,8,4,13,1.61,5.985768,61,0,0,0,0,0,0,0,2,4,3,3,31.6875,0.009075,0.688777167,67.6875,3,6.75,0,0,4.6875,0.1875,0,0,0.1875,4.6875,0.1875
0,17.2568911,221,17.86175695,74.5,1.95,8.25655,57.75,3,7,1.75,12.25,0,0,0.75,1.25,5.5,20.5,6,78,2.2,8.9588,68,9,9,7,14,0,0,1,2,16,24,6,64,1.2,6.1498,27,1,1,0,7,0,0,0,1,2,10,6,36.75,0.1875,1.479465188,315.1875,12,12,9.1875,9.1875,0,0,0.1875,0.1875,36.75,36.75,0
0,11.51887349,221,27.76449219,76.75,1.65,6.1185955,65.25,2.25,7.75,1.75,12.25,3.75,0.75,0,2,7.75,22.75,6,81,1.8,6.1498,78,9,10,7,14,5,1,0,2,16,27,6,64,1.2,6.108194,27,0,1,0,7,0,0,0,2,5,10,6,54.1875,0.0675,0.000324574,487.6875,15.1875,15.1875,9.1875,9.1875,4.6875,0.1875,0,0,22.6875,54.1875,0
0,12.1555918,221,26.91522865,78.5,1.6,5.9376105,63.5,2.25,7.75,0,14,3.75,0.75,0,2,6,24.5,6,81,1.8,6.108194,78,9,10,0,14,5,1,0,2,9,27,6,71,1,5.42586,20,0,1,0,14,0,0,0,2,5,17,6,18.75,0.12,0.087296191,630.75,15.1875,15.1875,0,0,4.6875,0.1875,0,0,3,18.75,0
0,6.508637754,113,17.78653936,31,2.16,8.536784,80.4,0,10,0,0,0.8,1.6,0.6,1.4,1.4,13,4,34,2.55,9.75239,93,0,10,0,0,2,4,1,2,2,16,4,29,1.9,7.72638,72,0,10,0,0,0,0,0,1,1,11,4,6,0.1014,0.985131965,105.84,0,0,0,0,0.96,3.84,0.24,0.24,0.24,6,0
0,8.918837259,136,14.84489559,32.66666667,2.893333333,11.55091,94.66666667,0,3.333333333,0,4.666666667,2.666666667,3.333333333,0,2,2.666666667,13.33333333,3.333333333,82,3.44,13.61805,101,0,10,0,14,4,4,0,2,4,28,6,8,1.8,7.41663,82,0,0,0,0,2,2,0,2,2,6,2,1216.888889,0.597688889,8.546135559,80.22222222,0,22.22222222,0,43.55555556,0.888888889,0.888888889,0,0,0.888888889,107.5555556,3.555555556
0,4.963553393,221,10.36252787,13.28571429,1.929089299,7.922642857,76.28571429,0,0,1,1,4.285714286,0.857142857,0,2,5.285714286,3.857142857,2.571428571,63,2.04,8.29802,86,0,0,7,7,5,1,0,2,7,9,6,5,1.263625091,5.67038,18,0,0,0,0,0,0,0,2,5,3,2,411.9183673,0.073807102,0.845447996,566.2040816,0,0,6,6,3.06122449,0.12244898,0,0,0.489795918,4.408163265,1.959183673
0,7.96074308,221,27.90769786,55.75,1.285,5.600615,43.75,6.75,3.25,9.75,0.75,1.25,0.25,0,2,17.75,6.25,5.75,58,1.78,5.78636,79,9,10,13,1,5,1,0,2,22,13,6,49,1.12,5.5387,32,0,1,0,0,0,0,0,2,5,4,5,15.1875,0.081675,0.011500402,414.1875,15.1875,15.1875,31.6875,0.1875,4.6875,0.1875,0,0,54.1875,15.1875,0.1875
0,6.603858544,225,29.03428253,48.5,1.906812546,7.711385,55.5,0,5,3.5,3.5,1,2,0,2,4.5,12.5,5,63,2.55,9.75239,93,0,10,7,7,2,4,0,2,7,16,6,34,1.263625091,5.67038,18,0,0,0,0,0,0,0,2,2,9,4,210.25,0.413690102,4.16570141,1406.25,0,25,12.25,12.25,1,4,0,0,6.25,12.25,1
0,6.050097202,141,19.52542997,30.66666667,1.666666667,7.484386667,65.66666667,3,0.333333333,2.333333333,2.333333333,2.666666667,1.333333333,0,2,8,6,4,64,1.9,8.15168,85,9,1,7,7,4,2,0,2,16,10,6,14,1.2,6.1498,27,0,0,0,0,0,0,0,2,4,4,3,555.5555556,0.108888889,0.890560785,747.5555556,18,0.222222222,10.88888889,10.88888889,3.555555556,0.888888889,0,0,32,8,2
0,10.98924459,221,18.0008613,50.5,1.95,7.790125,58.5,2.25,7.75,1.75,1.75,0,0,0,0.5,4,10,5.25,64,2.2,8.3369,69,9,10,7,7,0,0,0,2,16,10,6,46,1.2,6.1498,27,0,1,0,0,0,0,0,0,0,10,5,60.75,0.1875,0.896888702,330.75,15.1875,15.1875,9.1875,9.1875,0,0,0,0.75,48,0,0.1875
0,8.517143158,194,24.10207475,52,1.5675,8.282815,63,2.25,7.75,1.75,1.75,0,0,0,2,4,11.5,5.25,64,1.69,8.99382,75,9,10,7,7,0,0,0,2,16,12,6,48,1.2,6.1498,27,0,1,0,0,0,0,0,2,0,10,5,48,0.04501875,1.51658433,432,15.1875,15.1875,9.1875,9.1875,0,0,0,0,48,0.75,0.1875
0,9.612356763,221,24.82258292,59.5,1.345,7.20984,47.5,4.5,5.5,0,7,0,0,0,2,4.5,14.5,5.5,71,1.69,8.99382,75,9,10,0,14,0,0,0,2,9,17,6,48,1,5.42586,20,0,1,0,0,0,0,0,2,0,12,5,132.25,0.119025,3.18258464,756.25,20.25,20.25,0,49,0,0,0,0,20.25,6.25,0.25
0,6.641905993,186,16.10373179,28,2.41,10.16023,89.5,0,5,0,0,4,2,0,2,4,9,3.5,49,3.04,14.5341,100,0,10,0,0,5,3,0,2,5,13,5,7,1.78,5.78636,79,0,0,0,0,3,1,0,2,3,5,2,441,0.3969,19.13073878,110.25,0,25,0,0,1,1,0,0,1,16,2.25
0,14.9948415,227,20.0120236,73,1.88787503,7.86266,51.33333333,0.666666667,6,2.333333333,11.66666667,0,0,0.666666667,1.333333333,3.666666667,19,6,78,2.2,8.9588,68,1,9,7,14,0,0,1,2,7,24,6,63,1.263625091,5.67038,18,0,0,0,7,0,0,0,1,2,9,6,50,0.194843993,2.403045799,555.5555556,0.222222222,18,10.88888889,10.88888889,0,0,0.222222222,0.222222222,5.555555556,50,0
0,6.533091212,141,23.9241635,40.33333333,1.76,7.08311,61.66666667,3,7,0,0,2.666666667,1.333333333,0,2,5.666666667,10.33333333,4.666666667,50,1.96,7.34392,83,9,10,0,0,4,2,0,2,9,14,5,21,1.36,6.56149,19,0,1,0,0,0,0,0,2,4,3,4,186.8888889,0.08,0.136043712,910.2222222,18,18,0,0,3.555555556,0.888888889,0,0,5.555555556,26.88888889,0.222222222
0,8.128768671,191,15.61502902,34,1.771666667,7.350816667,65.16666667,0,8.333333333,1.833333333,0.5,0,0,0.833333333,1.166666667,2.666666667,10,4.333333333,59,1.9,7.72638,72,0,10,11,3,0,0,1,2,11,11,6,29,1.13,5.473,31,0,0,0,0,0,0,0,1,1,5,4,125,0.082347222,0.705239087,233.4722222,0,13.88888889,16.80555556,1.25,0,0,0.138888889,0.138888889,13.88888889,5,0.555555556
0,12.76346838,221,24.430274,75.5,1.45,7.93168,47,4.5,5.5,0,14,0,0,0,2,4.5,21.5,6,80,1.9,10.4375,74,9,10,0,14,0,0,0,2,9,26,6,71,1,5.42586,20,0,1,0,14,0,0,0,2,0,17,6,20.25,0.2025,6.279133872,729,20.25,20.25,0,0,0,0,0,0,20.25,20.25,0
0,8.478685744,14,22.61565428,49,2.126666667,8.225226667,80.33333333,0.666666667,9.333333333,0,0,2,2,0.333333333,1.666666667,3,13,5,51,2.28,8.60839,88,2,10,0,0,3,3,1,2,3,15,5,45,2.05,7.4589,65,0,8,0,0,0,0,0,1,3,9,5,8,0.011755556,0.29362828,117.5555556,0.888888889,0.888888889,0,0,2,2,0.222222222,0.222222222,0,8,0
0,2.161689766,166,24.11097445,15.66666667,1.68,8.92014,44,0,0,0,0,1,1,0,2,1,3,3.333333333,20,3.04,14.5341,100,0,0,0,0,3,3,0,2,3,5,4,7,1,6.11316,16,0,0,0,0,0,0,0,2,0,2,2,37.55555556,0.9248,15.75827344,1568,0,0,0,0,2,2,0,0,2,2,0.888888889
0,6.97272634,191,16.08886486,30.5,1.741666667,7.387791667,62.5,0,8.333333333,0,0,0,0,0.833333333,1.166666667,0.833333333,9.5,4.166666667,38,1.9,7.72638,72,0,10,0,0,0,0,1,2,1,11,5,29,0.95,5.69485,15,0,0,0,0,0,0,0,1,0,2,4,11.25,0.125347222,0.573210297,451.25,0,13.88888889,0,0,0,0,0.138888889,0.138888889,0.138888889,11.25,0.138888889
